,FIT_400_001C_P.PV,FIT_400_002C_P.PV,Q_400_001C_P.PV
2242,805.87,699.99,805.67
2243,805.73,699.94,805.19
2244,805.52,700.3,805.15
2245,802.24,699.4,805.85
2246,806.69,700.31,805.48
2247,803.56,699.87,805.44
2248,805.86,699.95,805.27
2249,806.02,700.28,805.05
2250,803.98,699.97,805.58
2251,803.75,700.34,805.31
2252,805.37,699.94,805.66
2253,803.08,699.88,805.55
2254,807.91,699.65,804.69
2255,804.72,700.06,805.19
2256,802.91,700.01,805.19
2257,805.87,700.46,805.51
2258,803.22,699.83,805.05
2259,808.22,700.09,805.13
2260,801.65,699.98,805.27
2261,805.0,699.8,805.54
2262,804.72,700.1,805.33
2263,805.39,699.82,805.38
2264,808.41,700.1,805.32
2265,803.7,700.02,805.66
2266,806.03,700.0,805.45
2267,803.27,700.13,805.53
2268,805.77,699.9,805.38
2269,808.05,700.18,805.18
2270,805.17,699.56,805.27
2271,805.05,699.93,805.83
2272,803.49,699.86,805.38
2273,805.55,700.5,805.64
2274,805.92,700.18,805.43
2275,803.3,700.11,805.54
2276,806.78,699.82,805.2
2277,805.91,700.36,805.12
2278,804.72,699.66,805.13
2279,804.4,699.97,805.4
2280,803.18,699.94,805.57
2281,807.14,700.34,805.59
2282,803.16,699.85,804.71
2283,805.41,700.37,805.69
2284,806.94,699.77,805.68
2285,805.27,700.12,805.16
2286,804.92,699.94,805.67
2287,805.83,700.21,805.41
2288,803.85,699.97,804.73
2289,801.69,699.81,805.48
2290,808.78,700.26,805.09
2291,801.6,699.84,805.68
2292,805.87,699.92,805.56
2293,804.99,700.4,805.63
2294,800.79,699.78,805.32
2295,806.72,699.97,806.82
2296,807.8,700.14,805.54
2297,802.99,699.94,805.15
2298,801.44,700.07,805.35
2299,807.66,700.05,805.56
2300,803.64,700.12,805.58
2301,806.39,700.04,805.35
2302,802.94,699.87,805.05
2303,804.52,700.3,805.74
2304,805.29,699.85,804.88
2305,804.77,699.75,804.91
2306,805.93,700.01,805.16
2307,804.62,699.7,805.3
2308,803.03,700.08,805.31
2309,807.45,700.09,805.77
2310,804.65,700.37,805.63
2311,805.29,700.01,805.76
2312,806.65,700.67,805.24
2313,805.28,699.93,805.08
2314,803.35,699.93,804.49
2315,803.75,699.97,805.23
2316,805.24,699.75,805.28
2317,803.68,699.86,804.79
2318,806.67,699.88,805.62
2319,808.53,699.9,805.63
2320,804.25,699.62,805.16
2321,805.33,700.04,805.27
2322,801.95,699.97,805.37
2323,804.09,699.71,804.79
2324,804.91,700.32,805.68
2325,802.6,699.74,805.46
2326,806.11,699.7,805.41
2327,806.81,700.39,805.72
2328,800.34,699.57,805.25
2329,806.73,699.8,805.56
2330,801.05,699.71,804.99
2331,806.49,700.14,805.79
2332,805.62,699.96,805.42
2333,807.6,700.05,805.63
2334,804.46,700.41,805.34
2335,803.48,700.04,805.63
2336,805.08,699.83,805.34
2337,808.07,699.76,805.77
2338,805.25,700.0,804.97
2339,803.04,700.02,805.49
2340,806.24,699.9,805.1
2341,804.42,700.09,805.41
2342,804.61,699.97,805.87
2343,803.12,700.01,805.5
2344,807.64,699.77,805.43
2345,804.49,700.11,805.46
2346,806.95,700.47,805.05
2347,804.01,699.86,805.85
2348,807.22,700.03,805.76
2349,804.53,700.02,805.13
2350,804.97,699.74,805.64
2351,803.02,700.02,804.94
2352,804.17,700.13,805.66
2353,805.47,700.32,805.55
2354,806.17,700.06,805.17
2355,804.08,700.1,805.76
2356,804.03,699.9,805.1
2357,806.9,700.16,805.74
2358,801.88,699.92,805.2
2359,806.61,700.15,805.43
2360,802.43,699.42,805.88
2361,808.08,700.54,805.59
2362,802.18,699.99,804.94
2363,806.82,699.91,805.39
2364,804.56,700.26,805.47
2365,806.19,700.1,805.2
2366,803.38,700.21,805.36
2367,807.25,700.68,805.22
2368,804.53,699.61,804.95
2369,801.28,699.79,805.21
2370,807.62,700.8,805.41
2371,802.64,699.24,805.57
2372,805.28,699.33,805.67
2373,806.52,700.76,805.39
2374,803.62,700.01,805.49
2375,808.02,699.53,805.0
2376,804.26,700.11,805.3
2377,803.88,699.64,805.03
2378,807.38,700.01,805.27
2379,801.9,700.23,805.52
2380,808.79,700.19,805.59
2381,802.53,699.93,805.33
2382,803.96,699.64,805.81
2383,805.42,700.03,805.41
2384,806.03,699.92,805.22
2385,805.23,699.81,804.39
2386,803.72,700.33,805.32
2387,804.35,699.81,805.65
2388,806.83,700.28,805.25
2389,801.48,700.07,805.31
2390,807.39,700.48,804.99
2391,800.63,699.33,806.12
2392,804.26,699.78,804.89
2393,806.78,700.27,804.54
2394,805.03,699.59,805.28
2395,805.28,700.15,805.52
2396,804.65,699.53,805.85
2397,805.07,700.07,805.62
2398,806.83,699.55,805.22
2399,804.74,700.02,805.33
2400,806.05,699.9,805.67
2401,803.23,700.18,805.77
2402,803.95,699.94,805.73
2403,807.39,700.27,805.26
2404,806.98,700.0,805.05
2405,806.21,700.29,805.47
2406,803.55,699.56,805.14
2407,808.48,700.06,805.5
2408,804.54,699.88,805.34
2409,804.7,700.0,805.41
2410,804.4,700.18,805.24
2411,805.03,699.8,805.19
2412,805.67,700.02,805.68
2413,804.15,700.16,805.41
2414,807.24,700.04,805.33
2415,805.21,699.87,805.95
2416,805.66,699.76,805.3
2417,804.83,700.32,805.44
2418,806.11,700.15,806.08
2419,806.35,700.36,804.98
2420,802.4,699.68,805.89
2421,807.06,700.0,805.12
2422,809.75,700.19,805.19
2423,803.34,699.93,804.5
2424,803.15,699.84,805.44
2425,808.19,700.31,805.9
2426,806.19,700.35,805.29
2427,802.83,699.44,805.6
2428,802.87,700.31,804.97
2429,804.65,699.71,805.87
2430,808.75,700.33,805.3
2431,803.15,699.76,805.38
2432,808.8,700.68,804.83
2433,803.8,699.81,805.58
2434,804.3,700.06,804.87
2435,806.84,699.95,805.46
2436,804.98,699.73,804.85
2437,805.18,700.14,805.59
2438,807.17,700.38,806.08
2439,805.74,699.86,805.21
2440,807.48,699.67,804.85
2441,805.03,700.36,805.41
2442,804.39,699.64,804.7
2443,804.35,699.93,805.35
2444,805.85,699.88,805.74
2445,807.0,699.81,805.83
2446,803.56,699.52,805.51
2447,804.64,699.71,805.44
2448,808.53,700.08,805.0
2449,802.58,699.72,805.23
2450,806.07,699.97,804.83
2451,805.48,700.26,805.62
2452,803.0,699.75,804.91
2453,807.89,700.13,805.3
2454,803.53,700.12,805.08
2455,805.9,700.25,805.28
2456,806.47,700.11,805.64
2457,804.06,699.82,805.26
2458,806.31,700.39,805.49
2459,805.35,699.91,805.48
2460,806.81,700.07,805.27
2461,806.59,699.79,805.53
2462,805.12,700.14,805.93
2463,806.31,699.93,805.12
2464,805.38,700.13,804.94
2465,804.37,700.0,805.52
2466,805.76,699.84,804.96
2467,805.08,700.35,805.6
2468,803.29,699.48,804.88
2469,805.46,700.45,805.59
2470,807.29,699.5,805.13
2471,801.8,700.02,806.0
2472,805.15,699.94,805.41
2473,804.45,700.06,805.58
2474,806.93,700.22,805.41
2475,804.89,699.18,805.35
2476,803.94,699.99,805.42
2477,807.54,699.98,805.26
2478,805.84,700.13,805.41
2479,802.71,699.62,805.51
2480,803.63,700.17,805.03
2481,804.57,699.58,805.31
2482,806.32,700.0,805.63
2483,803.14,699.94,805.25
2484,808.69,700.27,805.42
2485,801.92,699.85,805.42
2486,805.69,699.94,805.36
2487,803.87,699.71,805.06
2488,806.67,699.72,805.25
2489,801.49,699.65,805.37
2490,805.74,700.31,805.28
2491,804.41,699.83,805.73
2492,806.55,700.12,805.26
2493,803.38,699.91,805.62
2494,804.35,699.87,804.85
2495,807.76,699.96,805.19
2496,806.02,700.33,805.74
2497,802.87,699.95,805.43
2498,806.85,700.63,805.68
2499,804.47,699.99,805.18
2500,803.75,700.18,805.13
2501,806.78,699.87,805.57
2502,804.61,699.74,805.33
2503,803.23,699.93,805.78
2504,805.61,700.04,805.67
2505,803.68,700.0,805.24
2506,806.2,700.06,805.42
2507,802.71,699.74,804.85
2508,807.2,700.87,805.42
2509,802.11,699.65,805.32
2510,806.21,699.98,805.56
2511,803.83,700.17,805.65
2512,806.29,699.94,805.25
2513,805.24,700.06,805.39
2514,802.89,699.67,805.56
2515,806.18,700.09,804.91
2516,806.95,699.99,805.46
2517,802.97,700.02,805.27
2518,807.66,699.85,805.37
2519,804.26,700.11,805.27
2520,806.31,700.18,805.52
2521,804.26,699.84,805.34
2522,804.67,700.01,805.62
2523,806.8,700.13,805.24
2524,800.65,700.1,805.47
2525,808.62,700.2,804.76
2526,803.57,699.71,805.56
2527,808.24,700.55,805.56
2528,803.47,699.6,805.34
2529,805.99,699.9,805.37
2530,805.07,699.81,804.85
2531,802.6,700.24,805.34
2532,808.04,700.07,805.4
2533,803.55,699.9,805.1
2534,806.05,700.27,805.4
2535,803.45,699.66,805.79
2536,806.46,699.73,805.71
2537,805.92,700.3,805.73
2538,804.93,699.98,805.28
2539,804.21,700.02,805.34
2540,806.49,699.96,805.31
2541,803.47,699.8,805.31
2542,804.74,699.87,804.96
2543,804.82,699.96,805.32
2544,804.86,700.02,805.37
2545,806.43,699.78,805.28
2546,804.89,699.78,805.08
2547,804.77,699.92,805.45
2548,802.2,699.79,805.39
2549,805.93,700.03,805.53
2550,806.29,700.11,805.66
2551,804.09,699.8,805.44
2552,806.07,700.11,805.19
2553,807.03,700.19,805.35
2554,806.27,700.31,805.24
2555,804.02,699.88,805.77
2556,804.22,699.93,805.39
2557,806.95,700.61,805.11
2558,802.09,699.8,805.15
2559,807.99,700.27,804.98
2560,801.36,699.76,805.47
2561,808.21,700.93,805.04
2562,805.56,699.99,805.13
2563,806.93,699.72,804.9
2564,804.35,700.23,805.12
2565,804.26,699.71,805.36
2566,803.9,700.13,805.11
2567,806.66,700.12,805.41
2568,801.46,699.87,805.58
2569,805.84,700.04,805.31
2570,805.99,700.12,805.3
2571,804.43,699.81,805.13
2572,804.15,700.55,805.13
2573,806.14,699.75,804.52
2574,807.51,700.19,805.05
2575,803.71,699.56,805.36
2576,805.42,700.02,805.4
2577,806.09,699.86,805.33
2578,801.5,699.7,805.13
2579,807.32,700.0,805.25
2580,800.98,700.07,805.54
2581,806.52,700.21,805.61
2582,804.75,699.72,805.49
2583,804.53,700.27,805.16
2584,806.32,699.98,805.28
2585,804.48,700.53,804.72
2586,806.26,700.04,805.68
2587,804.76,699.94,805.19
2588,803.58,699.43,805.22
2589,804.38,699.72,805.12
2590,806.85,700.03,805.33
2591,806.34,699.48,805.42
2592,806.78,700.12,805.05
2593,805.2,699.88,805.28
2594,803.78,700.01,805.26
2595,803.65,699.85,804.91
2596,805.85,699.92,805.55
2597,803.56,700.08,805.25
2598,805.71,700.24,805.4
2599,803.41,699.94,805.54
2600,805.3,700.27,805.63
2601,805.54,700.13,805.07
2602,804.29,699.77,805.44
2603,804.58,699.93,805.27
2604,806.6,700.26,805.39
2605,804.53,700.05,805.51
2606,804.04,700.07,805.1
2607,805.3,699.89,805.42
2608,806.54,700.03,805.43
2609,805.98,700.35,805.24
2610,804.98,700.2,805.39
2611,801.37,699.78,805.13
2612,809.15,700.45,805.16
2613,801.83,700.27,805.17
2614,806.42,700.27,805.59
2615,803.85,699.91,805.38
2616,806.47,700.09,805.26
2617,806.19,699.95,805.37
2618,803.09,700.53,805.55
2619,804.69,699.96,805.4
2620,803.23,699.81,805.28
2621,805.58,700.38,805.26
2622,806.05,699.88,805.4
2623,806.09,700.13,805.25
2624,802.78,699.55,805.18
2625,806.67,699.88,805.4
2626,804.35,699.97,805.46
2627,803.9,700.08,805.61
2628,807.35,699.97,805.52
2629,803.62,700.09,805.2
2630,804.55,699.74,805.51
2631,807.49,700.22,805.48
2632,803.72,700.1,805.43
2633,805.18,699.63,805.11
2634,805.29,700.3,806.0
2635,804.04,699.87,805.32
2636,805.83,700.26,805.07
2637,805.56,699.94,805.59
2638,802.84,700.42,806.12
2639,805.55,699.95,805.63
2640,801.68,699.48,805.49
2641,808.7,700.87,805.44
2642,800.97,699.74,805.06
2643,805.12,700.12,805.08
2644,808.37,700.41,805.41
2645,805.53,699.6,805.82
2646,803.05,699.99,805.45
2647,806.25,699.93,805.37
2648,804.45,699.99,805.08
2649,803.73,700.14,805.29
2650,805.28,699.94,805.06
2651,805.79,699.96,805.46
2652,804.6,700.03,805.22
2653,807.42,700.45,805.3
2654,802.77,699.83,805.08
2655,805.19,700.38,805.26
2656,806.92,699.75,805.67
2657,805.93,699.71,805.54
2658,805.31,700.32,804.93
2659,806.19,700.38,805.12
2660,803.41,699.62,805.19
2661,807.03,699.75,805.44
2662,803.65,700.4,805.91
2663,805.36,699.72,805.66
2664,805.43,700.03,805.64
2665,804.25,699.54,805.42
2666,806.54,700.05,805.16
2667,807.09,700.13,805.33
2668,804.03,699.89,804.96
2669,804.29,700.02,805.37
2670,805.93,699.76,805.52
2671,805.27,700.09,805.46
2672,802.95,699.9,805.04
2673,807.44,700.0,805.48
2674,803.51,700.11,805.19
2675,807.35,700.2,805.07
2676,803.33,700.03,805.63
2677,804.86,700.14,805.29
2678,803.75,699.86,805.77
2679,805.18,700.1,805.35
2680,805.92,700.07,805.29
2681,804.06,700.29,805.49
2682,807.51,700.15,805.7
2683,801.93,700.27,805.03
2684,804.76,699.84,805.36
2685,806.54,700.36,805.72
2686,803.76,699.71,805.39
2687,804.92,700.1,805.45
2688,806.83,699.43,805.61
2689,805.93,700.07,805.36
2690,803.14,700.04,805.55
2691,805.98,700.27,805.51
2692,804.68,699.94,805.4
2693,803.37,699.79,805.3
2694,804.27,700.27,805.34
2695,808.24,700.46,805.28
2696,804.49,700.15,805.52
2697,803.09,699.94,805.24
2698,806.28,699.93,805.14
2699,804.24,699.99,805.28
2700,804.79,700.15,805.18
2701,806.52,700.06,805.29
2702,803.82,700.22,805.27
2703,804.17,699.96,805.41
2704,805.72,699.83,805.51
2705,802.37,699.75,805.3
2706,804.14,699.77,805.22
2707,808.15,700.0,805.68
2708,800.87,699.93,804.97
2709,808.11,700.27,805.31
2710,803.78,699.88,805.02
2711,805.49,699.95,805.6
2712,803.53,700.06,805.52
2713,805.53,699.87,805.04
2714,805.45,700.31,805.78
2715,805.19,699.97,805.51
2716,805.86,699.96,804.97
2717,805.07,699.78,805.59
2718,804.88,700.05,805.65
2719,801.22,699.62,805.15
2720,808.35,700.47,805.5
2721,802.67,699.71,805.51
2722,805.98,700.22,805.16
2723,804.5,700.09,805.55
2724,806.35,700.13,805.66
2725,804.77,700.06,805.36
2726,809.8,700.35,805.44
2727,803.46,700.03,805.89
2728,804.6,700.26,805.59
2729,804.01,700.15,804.84
2730,804.99,699.92,805.24
2731,806.63,700.32,805.79
2732,806.55,700.26,805.33
2733,803.52,699.65,805.35
2734,805.55,699.81,804.96
2735,802.84,699.84,804.74
2736,809.22,700.06,805.4
2737,804.85,700.11,805.06
2738,804.29,699.65,805.26
2739,802.9,699.9,805.02
2740,804.6,700.03,805.34
2741,805.69,700.39,805.82
2742,803.17,699.79,805.4
2743,805.26,699.71,805.58
2744,804.68,700.06,805.3
2745,804.79,699.91,805.42
2746,805.46,699.99,805.32
2747,803.14,700.06,805.39
2748,805.18,699.97,805.38
2749,807.21,699.79,805.39
2750,804.65,700.23,805.54
2751,804.74,699.65,805.2
2752,805.81,700.37,805.12
2753,803.42,699.8,805.87
2754,807.06,700.03,805.58
2755,804.88,699.83,805.57
2756,804.11,699.76,805.57
2757,806.5,700.09,805.46
2758,806.12,700.07,805.58
2759,802.87,699.79,805.4
2760,806.61,699.93,805.75
2761,804.07,699.77,805.67
2762,806.43,700.29,805.69
2763,803.7,699.55,805.18
2764,804.96,700.02,805.1
2765,806.11,699.7,805.32
2766,806.02,700.04,805.53
2767,805.14,700.25,805.23
2768,804.2,700.02,805.5
2769,806.01,699.86,805.15
2770,804.37,700.03,805.54
2771,806.97,700.02,805.6
2772,805.65,699.92,805.29
2773,802.47,699.56,805.31
2774,804.99,700.19,805.46
2775,805.17,699.84,805.08
2776,803.0,699.47,805.34
2777,808.75,700.52,805.44
2778,804.74,699.84,806.05
2779,802.39,699.98,805.59
2780,805.81,700.23,805.72
2781,805.82,699.91,805.37
2782,804.39,700.16,805.49
2783,805.41,699.82,805.0
2784,802.49,700.01,805.76
2785,804.86,699.78,805.18
2786,804.23,700.35,805.45
2787,806.61,699.87,805.18
2788,802.15,699.82,805.51
2789,804.31,699.97,805.49
2790,806.97,700.46,805.19
2791,802.55,699.97,804.95
2792,805.77,699.84,805.17
2793,806.74,700.22,805.56
2794,804.21,699.78,805.65
2795,806.15,699.91,805.21
2796,801.61,700.41,805.51
2797,805.09,700.06,805.22
2798,803.21,700.14,805.21
2799,805.21,699.76,805.28
2800,808.62,700.84,805.85
2801,802.13,699.6,805.36
2802,808.8,700.29,805.35
2803,802.02,699.56,805.4
2804,805.44,699.91,805.39
2805,804.23,700.09,805.01
2806,802.8,699.86,805.68
2807,805.54,699.98,805.81
2808,805.32,700.23,805.46
2809,804.36,700.12,805.57
2810,806.66,699.9,805.27
2811,804.07,700.04,805.6
2812,804.21,699.87,805.48
2813,806.08,700.1,805.53
2814,801.11,699.66,805.29
2815,808.28,699.76,805.67
2816,802.86,700.29,805.78
2817,805.49,699.73,805.7
2818,805.22,700.4,805.26
2819,805.07,699.85,805.35
2820,804.85,699.9,805.53
2821,805.85,700.3,805.39
2822,803.95,699.83,805.17
2823,805.46,699.95,805.36
2824,806.64,699.78,805.13
2825,803.78,699.97,805.45
2826,805.71,700.05,805.29
2827,803.77,700.06,805.42
2828,807.4,699.83,805.39
2829,803.59,700.1,805.58
2830,804.38,699.86,805.45
2831,804.48,700.13,805.38
2832,806.2,700.14,805.19
2833,805.6,699.75,805.09
2834,804.58,699.92,805.12
2835,805.98,700.24,805.53
2836,803.16,699.97,805.31
2837,806.31,699.93,805.31
2838,804.17,700.31,805.41
2839,805.35,699.85,805.15
2840,804.22,700.24,805.48
2841,805.67,700.04,805.35
2842,805.86,700.0,805.16
2843,804.04,700.02,805.29
2844,805.2,700.29,805.73
2845,803.26,699.91,805.25
2846,803.69,699.79,805.81
2847,807.62,699.9,805.28
2848,802.21,700.37,805.31
2849,804.07,699.86,805.78
2850,807.56,700.01,805.29
2851,802.78,700.06,805.55
2852,805.33,699.94,805.52
2853,806.54,699.83,805.44
2854,803.14,699.91,805.36
2855,805.31,700.07,805.52
2856,806.85,700.22,805.53
2857,804.97,700.3,805.46
2858,802.46,700.18,805.5
2859,805.98,699.67,805.14
2860,806.06,699.9,805.51
2861,802.82,700.53,805.66
2862,807.45,700.1,805.18
2863,800.26,699.66,805.45
2864,809.42,700.16,805.32
2865,804.6,700.05,805.32
2866,804.36,699.97,805.64
2867,806.36,699.74,805.43
2868,805.29,699.62,805.16
2869,803.75,699.77,805.89
2870,804.83,700.0,805.47
2871,806.67,700.29,805.46
2872,804.1,699.61,805.51
2873,804.97,700.1,805.26
2874,803.48,699.78,805.35
2875,807.5,699.88,805.25
2876,804.96,700.04,805.39
2877,804.06,699.59,805.01
2878,804.53,699.98,805.67
2879,814.87,700.09,804.6
2880,806.55,700.08,805.22
2881,807.09,700.28,805.43
2882,805.15,700.48,805.29
2883,802.32,699.87,805.51
2884,809.35,700.15,805.2
2885,802.66,699.91,805.58
2886,803.81,699.77,805.03
2887,806.75,700.36,805.42
2888,803.94,699.87,805.06
2889,803.77,700.11,805.02
2890,808.33,700.35,805.23
2891,804.73,699.82,805.4
2892,805.11,699.75,805.2
2893,804.15,699.85,805.13
2894,807.58,700.24,805.42
2895,800.76,699.57,805.33
2896,809.73,700.82,805.06
2897,800.24,699.79,805.85
2898,805.98,700.13,805.88
2899,804.8,700.19,806.02
2900,805.92,700.38,805.02
2901,805.1,699.85,805.57
2902,807.23,700.12,805.22
2903,748.11,699.99,733.44
2904,805.05,699.99,805.38
2905,805.05,699.99,805.38
2906,805.05,699.99,805.38
2907,805.05,699.99,805.38
2908,805.05,699.99,805.38
2909,805.05,699.99,805.38
2910,805.05,699.99,805.38
2911,805.05,699.99,805.38
2912,805.05,699.99,805.38
2913,805.05,699.99,805.38
2914,805.05,699.99,805.38
2915,805.05,699.99,805.38
2916,805.05,699.99,805.38
2917,805.05,699.99,805.38
2918,805.05,699.99,805.38
2919,805.05,699.99,805.38
2920,805.05,699.99,805.38
2921,805.05,699.99,805.38
2922,805.05,699.99,805.38
2923,805.05,699.99,805.38
2924,805.05,699.99,805.38
2925,805.05,699.99,805.38
2926,805.05,699.99,805.38
2927,805.05,699.99,805.38
2928,805.05,699.99,805.38
2929,805.05,699.99,805.38
2930,805.05,699.99,805.38
2931,805.05,699.99,805.38
2932,805.05,699.99,805.38
2933,805.05,699.99,805.38
2934,805.05,699.99,805.38
2935,805.05,699.99,805.38
2936,805.05,699.99,805.38
2937,805.05,699.99,805.38
2938,805.05,699.99,805.38
2939,805.05,699.99,805.38
2940,805.05,699.99,805.38
2941,805.05,699.99,805.38
2942,805.05,699.99,805.38
2943,805.05,699.99,805.38
2944,805.05,699.99,805.38
2945,805.05,699.99,805.38
2946,805.05,699.99,805.38
2947,805.05,699.99,805.38
2948,805.05,699.99,805.38
2949,805.05,699.99,805.38
2950,805.05,699.99,805.38
2951,805.05,699.99,805.38
2952,805.05,699.99,805.38
2953,805.05,699.99,805.38
2954,805.05,699.99,805.38
2955,805.05,699.99,805.38
2956,805.05,699.99,805.38
2957,805.05,699.99,805.38
2958,805.05,699.99,805.38
2959,805.05,699.99,805.38
2960,805.05,699.99,805.38
2961,805.05,699.99,805.38
2962,805.05,699.99,805.38
2963,805.05,699.99,805.38
2964,805.05,699.99,805.38
2965,805.05,699.99,805.38
2966,805.05,699.99,805.38
2967,805.05,699.99,805.38
2968,805.05,699.99,805.38
2969,805.05,699.99,805.38
2970,805.05,699.99,805.38
2971,805.05,699.99,805.38
2972,805.05,699.99,805.38
2973,805.05,699.99,805.38
2974,805.05,699.99,805.38
2975,805.05,699.99,805.38
